Geneid,Ensembl,Length
ANKRD50,ENSG00000151458,48685
ANKRD52,ENSG00000139645,20578
ANKRD53,ENSG00000144031,7120
ANKRD54,ENSG00000100124,18475
ANKRD55,ENSG00000164512,133651
ANKRD6,ENSG00000135299,200720
ANKRD63,ENSG00000230778,4693
ANKRD65,ENSG00000235098,6133
ANKRD66,ENSG00000230062,12574
ANKRD7,ENSG00000106013,281503
ANKRD9,ENSG00000156381,8058
ANKS1A,ENSG00000064999,202179
ANKS1B,ENSG00000185046,1258480
ANKS3,ENSG00000168096,37869
ANKS4B,ENSG00000175311,20152
ANKS6,ENSG00000165138,65637
ANKUB1,ENSG00000206199,207286
ANKZF1,ENSG00000163516,6911
ANLN,ENSG00000011426,64065
ANO1,ENSG00000131620,203624
ANO10,ENSG00000160746,336736
ANO2,ENSG00000047617,414364
ANO3,ENSG00000134343,474448
ANO4,ENSG00000151572,411405
ANO5,ENSG00000171714,500909
ANO6,ENSG00000177119,266294
ANO7,ENSG00000146205,37485
ANO8,ENSG00000074855,11633
ANO9,ENSG00000185101,24152
ANOS1,ENSG00000011201,203322
ANP32A,ENSG00000140350,42391
ANP32B,ENSG00000136938,32729
ANP32D,ENSG00000139223,1064
ANP32E,ENSG00000143401,17786
ANPEP,ENSG00000166825,30527
ANTXR1,ENSG00000169604,236152
ANTXR2,ENSG00000163297,224309
ANXA1,ENSG00000135046,21756
ANXA10,ENSG00000109511,95200
ANXA11,ENSG00000122359,54695
ANXA13,ENSG00000104537,56621
ANXA2,ENSG00000182718,55750
ANXA2R,ENSG00000177721,3938
ANXA3,ENSG00000138772,58873
ANXA4,ENSG00000196975,183314
ANXA5,ENSG00000164111,29666
ANXA6,ENSG00000197043,57110
ANXA7,ENSG00000138279,39631
ANXA8,ENSG00000265190,24014
ANXA8L1,ENSG00000264230,16198
ANXA9,ENSG00000143412,14757
AOAH,ENSG00000136250,215242
AOC1,ENSG00000002726,36878
AOC2,ENSG00000131480,6128
AOC3,ENSG00000131471,6947
AOX1,ENSG00000138356,91201
AP000322.53,,
AP000866.1,,
AP003419.11,,
AP005242.1,,
AP1AR,ENSG00000138660,41748
AP1B1,ENSG00000100280,60933
AP1G1,ENSG00000166747,80202
AP1G2,ENSG00000213983,8514
AP1M1,ENSG00000072958,48053
AP1M2,ENSG00000129354,14646
AP1S1,ENSG00000106367,7245
AP1S2,ENSG00000182287,29126
AP1S3,ENSG00000152056,170348
AP2A1,ENSG00000196961,40125
AP2A2,ENSG00000183020,87365
AP2B1,ENSG00000006125,148372
AP2M1,ENSG00000161203,9526
AP2S1,ENSG00000042753,12747
AP3B1,ENSG00000132842,303123
AP3B2,ENSG00000103723,50832
AP3D1,ENSG00000065000,63487
AP3M1,ENSG00000185009,30801
AP3M2,ENSG00000070718,18728
AP3S1,ENSG00000177879,72665
AP3S2,ENSG00000157823,64040
AP4B1,ENSG00000134262,11529
AP4E1,ENSG00000081014,97224
AP4M1,ENSG00000221838,9505
AP4S1,ENSG00000100478,106001
AP5B1,ENSG00000254470,7079
AP5M1,ENSG00000053770,30239
AP5S1,ENSG00000125843,17455
APAF1,ENSG00000120868,90285
APBA1,ENSG00000107282,244840
APBA2,ENSG00000034053,233869
APBA3,ENSG00000011132,10929
APBB1,ENSG00000166313,24343
APBB1IP,ENSG00000077420,130109
APBB2,ENSG00000163697,406688
APBB3,ENSG00000113108,6514
APC,ENSG00000134982,138742
APC2,ENSG00000115266,26943
APCDD1,ENSG00000154856,35315
APCDD1L,ENSG00000198768,56948
APCS,ENSG00000132703,1040
APEH,ENSG00000164062,9991
APELA,ENSG00000248329,22064
APEX1,ENSG00000100823,3255
APEX2,ENSG00000169188,8727
APH1A,ENSG00000117362,4182
APH1B,ENSG00000138613,33109
API5,ENSG00000166181,32576
APIP,ENSG00000149089,63427
APITD1,,
APITD1-CORT,,
APLF,ENSG00000169621,188291
APLN,ENSG00000171388,9701
APLNR,ENSG00000134817,3674
APLP1,ENSG00000105290,11905
APLP2,ENSG00000084234,76665
APMAP,ENSG00000101474,29858
APOA1,ENSG00000118137,2454
APOA1BP,,
APOA2,ENSG00000158874,2016
APOA4,ENSG00000110244,2605
APOA5,ENSG00000110243,4013
APOB,ENSG00000084674,42645
APOBEC1,ENSG00000111701,16509
APOBEC2,ENSG00000124701,11691
APOBEC3A,ENSG00000128383,10444
APOBEC3B,ENSG00000179750,10458
APOBEC3C,ENSG00000244509,6129
APOBEC3D,ENSG00000243811,12165
APOBEC3F,ENSG00000128394,15369
APOBEC3G,ENSG00000239713,10685
APOBEC3H,ENSG00000100298,6844
APOBEC4,ENSG00000173627,7042
APOBR,ENSG00000184730,4326
APOC1,ENSG00000130208,6922
APOC2,ENSG00000234906,3872
APOC3,ENSG00000110245,6325
APOC4,ENSG00000267467,3262
APOC4-APOC2,ENSG00000224916,7328
APOD,ENSG00000189058,15329
APOE,ENSG00000130203,5610
APOF,ENSG00000175336,2290
APOH,ENSG00000091583,44931
APOL1,ENSG00000100342,14460
APOL2,ENSG00000128335,13746
APOL3,ENSG00000128284,26386
APOL4,ENSG00000100336,15717
APOL5,ENSG00000128313,11612
APOL6,ENSG00000221963,20019
APOLD1,ENSG00000178878,104059
APOM,ENSG00000204444,5795
APOO,ENSG00000184831,74718
APOOL,ENSG00000155008,89445
APOPT1,,
APP,ENSG00000142192,290594
APPBP2,ENSG00000062725,83085
APPL1,ENSG00000157500,50402
APPL2,ENSG00000136044,63737
APRT,ENSG00000198931,2625
APTX,ENSG00000137074,138530
AQP1,ENSG00000240583,13798
AQP10,ENSG00000143595,4236
AQP11,ENSG00000178301,21674
AQP12A,ENSG00000184945,6618
AQP12B,ENSG00000185176,6489
AQP2,ENSG00000167580,8142
AQP3,ENSG00000165272,6441
AQP4,ENSG00000171885,13729
AQP5,ENSG00000161798,3872
AQP6,ENSG00000086159,9946
AQP7,ENSG00000165269,19504
AQP8,ENSG00000103375,13202
AQP9,ENSG00000103569,47746
AQR,ENSG00000021776,117984
AR,ENSG00000169083,187267
ARAF,ENSG00000078061,10740
ARAP1,ENSG00000186635,110396
ARAP2,ENSG00000047365,296557
ARAP3,ENSG00000120318,29016
ARC,ENSG00000198576,3431
ARCN1,ENSG00000095139,30644
AREG,ENSG00000109321,10007
AREL1,ENSG00000119682,59681
ARF1,ENSG00000143761,17372
ARF3,ENSG00000134287,21792
ARF4,ENSG00000168374,26858
ARF5,ENSG00000004059,3331
ARF6,ENSG00000165527,4447
ARFGAP1,ENSG00000101199,17006
ARFGAP2,ENSG00000149182,13176
ARFGAP3,ENSG00000242247,61605
ARFGEF1,ENSG00000066777,170451
ARFGEF2,ENSG00000124198,114983
ARFGEF3,ENSG00000112379,182725
ARFIP1,ENSG00000164144,139368
ARFIP2,ENSG00000132254,6797
ARFRP1,ENSG00000101246,10041
ARG1,ENSG00000118520,113501
ARG2,ENSG00000081181,31789
ARGLU1,ENSG00000134884,26489
ARHGAP1,ENSG00000175220,23903
ARHGAP10,ENSG00000071205,340859
ARHGAP11A,ENSG00000198826,24809
ARHGAP11B,ENSG00000285077,25036
ARHGAP12,ENSG00000165322,123479
ARHGAP15,ENSG00000075884,676991
ARHGAP17,ENSG00000140750,96278
ARHGAP18,ENSG00000146376,134116
ARHGAP19,ENSG00000213390,70501
ARHGAP20,ENSG00000137727,136148
ARHGAP21,ENSG00000107863,140279
ARHGAP22,ENSG00000128805,210230
ARHGAP24,ENSG00000138639,527519
ARHGAP25,ENSG00000163219,147233
ARHGAP26,ENSG00000145819,458635
ARHGAP27,ENSG00000159314,40524
ARHGAP28,ENSG00000088756,186037
ARHGAP29,ENSG00000137962,126081
ARHGAP30,ENSG00000186517,23025
ARHGAP31,ENSG00000031081,126363
ARHGAP32,ENSG00000134909,314265
ARHGAP33,ENSG00000004777,14291
ARHGAP35,ENSG00000160007,144081
ARHGAP36,ENSG00000147256,31540
ARHGAP39,ENSG00000147799,156701
ARHGAP4,ENSG00000089820,27633
ARHGAP44,ENSG00000006740,202146
ARHGAP5,ENSG00000100852,83935
ARHGAP6,ENSG00000047648,548270
ARHGAP8,ENSG00000241484,110242
ARHGAP9,ENSG00000123329,16563
ARHGDIA,ENSG00000141522,3660
ARHGDIB,ENSG00000111348,19971
ARHGDIG,ENSG00000242173,2561
ARHGEF1,ENSG00000076928,47072
ARHGEF10,ENSG00000104728,135311
ARHGEF10L,ENSG00000074964,158509
ARHGEF11,ENSG00000132694,112064
ARHGEF12,ENSG00000196914,153700
ARHGEF15,ENSG00000198844,12887
ARHGEF16,ENSG00000130762,26578
ARHGEF17,ENSG00000110237,61113
ARHGEF18,ENSG00000104880,123549
ARHGEF19,ENSG00000142632,15040
ARHGEF2,ENSG00000116584,60220
ARHGEF25,ENSG00000240771,7066
ARHGEF26,ENSG00000114790,136825
ARHGEF28,ENSG00000214944,316635
ARHGEF3,ENSG00000163947,351912
ARHGEF35,ENSG00000213214,12992
ARHGEF37,ENSG00000183111,83022
ARHGEF38,ENSG00000236699,155474
ARHGEF39,ENSG00000137135,16992
ARHGEF4,ENSG00000136002,210350
ARHGEF40,ENSG00000165801,20602
ARHGEF5,ENSG00000050327,25345
ARHGEF6,ENSG00000129675,116142
ARHGEF7,ENSG00000102606,191179
ARHGEF9,ENSG00000131089,174308
ARID1A,ENSG00000117713,88869
ARID1B,ENSG00000049618,434760
ARID2,ENSG00000189079,179131
ARID3A,ENSG00000116017,51412
ARID3B,ENSG00000179361,56944
ARID3C,ENSG00000205143,8018
ARID4A,ENSG00000032219,75384
ARID4B,ENSG00000054267,196586
ARID5A,ENSG00000196843,15922
ARID5B,ENSG00000150347,195261
ARIH1,ENSG00000166233,128680
ARIH2,ENSG00000177479,67562
ARIH2OS,ENSG00000221883,1598
ARL1,ENSG00000120805,14657
ARL10,ENSG00000175414,36379
ARL11,ENSG00000152213,6379
ARL13A,ENSG00000174225,21124
ARL13B,ENSG00000169379,75540
ARL14,ENSG00000179674,1289
ARL14EP,ENSG00000152219,15355
ARL15,ENSG00000185305,426641
ARL16,ENSG00000214087,2633
ARL17A,ENSG00000185829,79916
ARL17B,ENSG00000228696,87583
ARL2,ENSG00000213465,10185
ARL2BP,ENSG00000102931,8377
ARL3,ENSG00000138175,40707
ARL4A,ENSG00000122644,4357
ARL4C,ENSG00000188042,4041
ARL4D,ENSG00000175906,2988
ARL5A,ENSG00000162980,39548
ARL5B,ENSG00000165997,22336
ARL6,ENSG00000113966,36709
ARL6IP1,ENSG00000170540,9964
ARL6IP4,ENSG00000182196,3435
ARL6IP5,ENSG00000144746,21156
ARL6IP6,ENSG00000177917,44750
ARL8A,ENSG00000143862,11340
ARL8B,ENSG00000134108,58663
ARL9,ENSG00000196503,19751
ARMC1,ENSG00000104442,31762
ARMC10,ENSG00000170632,28278
ARMC12,ENSG00000157343,12048
ARMC2,ENSG00000118690,126136
ARMC3,ENSG00000165309,110500
ARMC4,,
ARMC5,ENSG00000140691,9093
ARMC6,ENSG00000105676,26737
ARMC7,ENSG00000125449,20321
ARMC8,ENSG00000114098,111137
ARMC9,ENSG00000135931,178303
ARMCX1,ENSG00000126947,4294
ARMCX2,ENSG00000184867,4768
ARMCX3,ENSG00000102401,5047
ARMCX5,ENSG00000125962,4992
ARMCX6,ENSG00000198960,2886
ARMS2,ENSG00000254636,2700
ARMT1,ENSG00000146476,17844
ARNT,ENSG00000143437,68155
ARNT2,ENSG00000172379,193623
ARNTL,,
ARNTL2,,
ARPC1A,ENSG00000241685,40388
ARPC1B,ENSG00000130429,20602
ARPC2,ENSG00000163466,37727
ARPC3,ENSG00000111229,15841
ARPC4,ENSG00000241553,14615
ARPC5,ENSG00000162704,14938
ARPC5L,ENSG00000136950,15604
ARPIN,ENSG00000242498,17947
ARPP19,ENSG00000128989,22839
ARPP21,ENSG00000172995,155552
ARR3,ENSG00000120500,13536
ARRB1,ENSG00000137486,91670
ARRB2,ENSG00000141480,11108
ARRDC1,ENSG00000197070,10609
ARRDC2,ENSG00000105643,12977
ARRDC3,ENSG00000113369,14687
ARRDC4,ENSG00000140450,13136
ARRDC5,ENSG00000205784,12512
ARSA,ENSG00000100299,5424
ARSB,ENSG00000113273,208879
ARSD,ENSG00000006756,25434
ARSE,,
ARSF,ENSG00000062096,72588
ARSG,ENSG00000141337,163550
ARSH,ENSG00000205667,27566
ARSI,ENSG00000183876,42965
ARSJ,ENSG00000180801,79444
ARSK,ENSG00000164291,50002
ART1,ENSG00000129744,23434
ART3,ENSG00000156219,102911
ART4,ENSG00000111339,17958
ART5,ENSG00000167311,4685
ARTN,ENSG00000117407,3925
ARV1,ENSG00000173409,21753
ARVCF,ENSG00000099889,46932
ARX,ENSG00000004848,12727
AS3MT,ENSG00000214435,32430
ASAH1,ENSG00000104763,29007
ASAH2,ENSG00000188611,96943
ASAH2B,ENSG00000204147,77178
ASAP2,ENSG00000151693,198926
ASAP3,ENSG00000088280,56077
ASB1,ENSG00000065802,25509
ASB10,ENSG00000146926,12138
ASB11,ENSG00000165192,33944
ASB12,ENSG00000198881,6414
ASB13,ENSG00000196372,27759
ASB14,ENSG00000239388,24344
ASB15,ENSG00000146809,72472
ASB16,ENSG00000161664,8638
ASB17,ENSG00000154007,13532
ASB18,ENSG00000182177,70951
ASB2,ENSG00000100628,45049
ASB4,ENSG00000005981,61790
ASB5,ENSG00000164122,63899
ASB6,ENSG00000148331,7568
ASB7,ENSG00000183475,49157
ASB8,ENSG00000177981,33425
ASB9,ENSG00000102048,35180
ASCC1,ENSG00000138303,121636
ASCC2,ENSG00000100325,49697
ASCC3,ENSG00000112249,373214
ASCL1,ENSG00000139352,2840
ASCL2,ENSG00000183734,2091
ASCL3,ENSG00000176009,5439
ASCL4,ENSG00000187855,1941
ASCL5,ENSG00000232237,13242
ASF1A,ENSG00000111875,15020
ASF1B,ENSG00000105011,17111
ASGR1,ENSG00000141505,7114
ASGR2,ENSG00000161944,16438
ASH1L,ENSG00000116539,227895
ASH2L,ENSG00000129691,38632
ASIC1,ENSG00000110881,26074
ASIC2,ENSG00000108684,1161878
ASIC3,ENSG00000213199,4465
ASIC4,ENSG00000072182,24603
ASIC5,ENSG00000256394,36549
ASIP,ENSG00000101440,74778
ASL,ENSG00000126522,18898
ASMT,ENSG00000196433,28023
ASMTL,ENSG00000169093,50649
ASNA1,,
ASNS,ENSG00000070669,20866
ASNSD1,ENSG00000138381,9447
ASPA,ENSG00000108381,31032
ASPDH,ENSG00000204653,3123
ASPG,ENSG00000166183,30046
ASPH,ENSG00000198363,214220
ASPHD1,ENSG00000174939,19490
ASPHD2,ENSG00000128203,16287
ASPM,ENSG00000066279,62574
ASPN,ENSG00000106819,36004
ASPRV1,ENSG00000244617,1543
ASPSCR1,ENSG00000169696,40600
ASRGL1,ENSG00000162174,55974
ASS1,ENSG00000130707,59080
ASTE1,ENSG00000034533,14584
ASTL,ENSG00000188886,15747
ASTN1,ENSG00000152092,307672
ASTN2,ENSG00000148219,991959
ASUN,,
ASXL1,ENSG00000171456,81054
ASXL2,ENSG00000143970,144735
ASZ1,ENSG00000154438,64902
ATAD1,ENSG00000138138,90844
ATAD2,ENSG00000156802,96501
ATAD3A,ENSG00000197785,22540
ATAD3B,ENSG00000160072,26093
ATAD3C,ENSG00000215915,20475
ATAD5,ENSG00000176208,63904
ATAT1,ENSG00000137343,19994
ATCAY,ENSG00000167654,48219
ATE1,ENSG00000107669,219409
ATF1,ENSG00000123268,57453
ATF2,ENSG00000115966,96133
ATF3,ENSG00000162772,55444
ATF4,ENSG00000128272,2996
ATF5,ENSG00000169136,10026
ATF6,ENSG00000118217,211314
ATF6B,ENSG00000213676,12990
ATF7,ENSG00000170653,118555
ATF7IP,ENSG00000171681,137305
ATF7IP2,ENSG00000166669,157207
ATG10,ENSG00000152348,305243
ATG101,ENSG00000123395,8250
ATG12,ENSG00000145782,13638
ATG13,ENSG00000175224,57568
ATG14,ENSG00000126775,45440
ATG16L1,ENSG00000085978,85624
ATG16L2,ENSG00000168010,29537
ATG2A,ENSG00000110046,22715
ATG3,ENSG00000144848,29537
ATG4A,ENSG00000101844,63004
ATG4B,ENSG00000168397,36645
ATG4C,ENSG00000125703,82179
ATG4D,ENSG00000130734,9891
ATG5,ENSG00000057663,281055
ATG7,ENSG00000197548,285357
ATG9A,ENSG00000198925,10338
ATHL1,,
ATIC,ENSG00000138363,37818
ATL1,ENSG00000198513,101509
ATL2,ENSG00000119787,83490
ATL3,ENSG00000184743,47835
ATM,ENSG00000149311,146299
ATMIN,ENSG00000166454,11509
ATN1,ENSG00000111676,17860
ATOH1,ENSG00000172238,2212
ATOH7,ENSG00000179774,1519
ATOH8,ENSG00000168874,40040
ATOX1,ENSG00000177556,34449
ATP10A,ENSG00000206190,187912
ATP10B,ENSG00000118322,289095
ATP10D,ENSG00000145246,108212
ATP11B,ENSG00000058063,129540
ATP11C,ENSG00000101974,218931
ATP12A,ENSG00000075673,32065
ATP13A1,ENSG00000105726,18503
ATP13A2,ENSG00000159363,25971
ATP13A3,ENSG00000133657,95693
ATP13A4,ENSG00000127249,194145
ATP13A5,ENSG00000187527,104032
ATP1A1,ENSG00000163399,37594
ATP1A2,ENSG00000018625,27838
ATP1A3,ENSG00000105409,30916
ATP1A4,ENSG00000132681,35395
ATP1B1,ENSG00000143153,205296
ATP1B2,ENSG00000129244,11144
ATP1B3,ENSG00000069849,50426
ATP1B4,ENSG00000101892,21165
ATP2A1,ENSG00000196296,26062
ATP2A2,ENSG00000174437,70425
ATP2A3,ENSG00000074370,40626
ATP2B1,ENSG00000070961,121479
ATP2B2,ENSG00000157087,383985
ATP2B3,ENSG00000067842,65303
ATP2B4,ENSG00000058668,117304
ATP2C1,ENSG00000017260,166202
ATP2C2,ENSG00000064270,97304
ATP4A,ENSG00000105675,13628
ATP4B,ENSG00000186009,9395
ATP5A1,,
ATP5B,,
ATP5C1,,
ATP5D,,
ATP5E,,
ATP5EP2,,
ATP5F1,,
ATP5G1,,
ATP5G2,,
ATP5G3,,
ATP5H,,
ATP5I,,
ATP5J,,
ATP5J2,,
ATP5J2-PTCD1,,
ATP5L,,
ATP5L2,,
ATP5O,,
ATP5S,,
ATP5SL,,
ATP6AP1,ENSG00000071553,7900
ATP6AP1L,ENSG00000205464,22852
ATP6AP2,ENSG00000182220,27477
ATP6V0A1,ENSG00000033627,63739
ATP6V0A2,ENSG00000185344,49414
ATP6V0A4,ENSG00000105929,93384
ATP6V0B,ENSG00000117410,3809
ATP6V0C,ENSG00000185883,6506
ATP6V0D1,ENSG00000159720,43184
ATP6V0D2,ENSG00000147614,166905
ATP6V0E1,ENSG00000113732,51675
ATP6V0E2,ENSG00000171130,18237
ATP6V1A,ENSG00000114573,65287
ATP6V1B1,ENSG00000116039,29661
ATP6V1B2,ENSG00000147416,33019
ATP6V1C1,ENSG00000155097,51989
ATP6V1C2,ENSG00000143882,64011
ATP6V1D,ENSG00000100554,65895
ATP6V1E1,ENSG00000131100,38823
ATP6V1E2,ENSG00000250565,52538
ATP6V1F,ENSG00000128524,2992
ATP6V1G1,ENSG00000136888,11210
ATP6V1G2,ENSG00000213760,3984
ATP6V1G3,ENSG00000151418,17724
ATP6V1H,ENSG00000047249,128016
ATP7A,ENSG00000165240,139706
ATP7B,ENSG00000123191,81731
ATP8A1,ENSG00000124406,248749
ATP8A2,ENSG00000132932,653878
ATP8B1,ENSG00000081923,157135
ATP8B2,ENSG00000143515,25788
ATP8B3,ENSG00000130270,30202
ATP9A,ENSG00000054793,171877
ATP9B,ENSG00000166377,309120
ATPAF1,ENSG00000123472,41797
ATPAF2,ENSG00000171953,61801
ATPIF1,,
ATR,ENSG00000175054,129775
ATRAID,ENSG00000138085,5138
ATRIP,ENSG00000164053,20936
ATRN,ENSG00000088812,180101
ATRNL1,ENSG00000107518,855635
ATRX,ENSG00000085224,281354
ATXN1,ENSG00000124788,462380
ATXN10,ENSG00000130638,173510
ATXN1L,ENSG00000224470,76830
ATXN2,ENSG00000204842,156192
ATXN2L,ENSG00000168488,14239
ATXN3,ENSG00000066427,62127
ATXN3L,ENSG00000123594,1407
ATXN7,ENSG00000163635,140404
ATXN7L1,ENSG00000146776,271828
ATXN7L2,ENSG00000162650,9334
ATXN7L3,ENSG00000087152,9157
ATXN7L3B,ENSG00000253719,7596
AUH,ENSG00000148090,148147
AUNIP,ENSG00000127423,27546
AUP1,ENSG00000115307,3153
AURKA,ENSG00000087586,23185
AURKAIP1,ENSG00000175756,1793
AURKB,ENSG00000178999,6300
AURKC,ENSG00000105146,4543
AUTS2,ENSG00000158321,1195211
AVEN,ENSG00000169857,216374
AVIL,ENSG00000135407,21359
AVL9,ENSG00000105778,93301
AVP,ENSG00000101200,2169
AVPI1,ENSG00000119986,10140
AVPR1A,ENSG00000166148,8443
AVPR1B,ENSG00000198049,10764
AVPR2,ENSG00000126895,4636
AWAT1,ENSG00000204195,6005
AXDND1,ENSG00000162779,189016
AXIN1,ENSG00000103126,65291
AXIN2,ENSG00000168646,33507
AXL,ENSG00000167601,42593
AZGP1,ENSG00000160862,9347
AZI2,ENSG00000163512,34048
AZIN1,ENSG00000155096,67754
AZIN2,ENSG00000142920,42389
AZU1,ENSG00000172232,6922
B2M,ENSG00000166710,7599
B3GALNT1,ENSG00000169255,21834
B3GALNT2,ENSG00000162885,57285
B3GALT1,ENSG00000172318,581045
B3GALT2,ENSG00000162630,7884
B3GALT4,ENSG00000235863,7710
B3GALT5,ENSG00000183778,116696
B3GALT6,ENSG00000176022,2805
B3GAT1,ENSG00000109956,33739
B3GAT2,ENSG00000112309,100382
B3GAT3,ENSG00000149541,6859
B3GLCT,ENSG00000187676,132302
B3GNT2,ENSG00000170340,29247
B3GNT3,ENSG00000179913,19479
B3GNT4,ENSG00000176383,5272
B3GNT5,ENSG00000176597,49181
B3GNT6,ENSG00000198488,7576
B3GNT7,ENSG00000156966,13129
B3GNT8,ENSG00000177191,3372
B3GNT9,ENSG00000237172,3157
B3GNTL1,ENSG00000175711,109681
B4GALNT1,ENSG00000135454,9831
B4GALNT2,ENSG00000167080,46188
B4GALNT3,ENSG00000139044,103587
B4GALNT4,ENSG00000182272,12661
B4GALT1,ENSG00000086062,66867
B4GALT2,ENSG00000117411,12231
B4GALT3,ENSG00000158850,7347
B4GALT4,ENSG00000121578,29325
B4GALT5,ENSG00000158470,80964
B4GALT6,ENSG00000118276,63926
B4GALT7,ENSG00000027847,10943
B4GAT1,ENSG00000174684,2265
B9D1,ENSG00000108641,43886
B9D2,ENSG00000123810,9749
BAALC,ENSG00000164929,89873
BAAT,ENSG00000136881,31219
BABAM1,ENSG00000105393,13907
BACE1,ENSG00000186318,31055
BACE2,ENSG00000182240,114730
BACH1,ENSG00000156273,436681
BACH2,ENSG00000112182,370396
BAD,ENSG00000002330,22119
BAG1,ENSG00000107262,16901
BAG2,ENSG00000112208,17515
BAG3,ENSG00000151929,27035
BAG4,ENSG00000156735,36769
BAG5,ENSG00000166170,6113
BAG6,ENSG00000204463,14204
BAHD1,ENSG00000140320,31632
BAIAP2,ENSG00000175866,82313
BAIAP2L1,ENSG00000006453,109468
BAIAP2L2,ENSG00000128298,26364
BAIAP3,ENSG00000007516,15802
BAK1,ENSG00000030110,7759
BAMBI,ENSG00000095739,5423
BANF1,ENSG00000175334,1943
BANF2,ENSG00000125888,42200
BANK1,ENSG00000153064,663527
BANP,ENSG00000172530,128195
BAP1,ENSG00000163930,9001
BARD1,ENSG00000138376,84062
BARHL1,ENSG00000125492,7647
BARHL2,ENSG00000143032,5764
BARX1,ENSG00000131668,3729
BARX2,ENSG00000043039,76432
BASP1,ENSG00000176788,211246
BATF,ENSG00000156127,24539
BATF2,ENSG00000168062,9074
BATF3,ENSG00000123685,13424
BAX,ENSG00000087088,6984
BAZ1A,ENSG00000198604,123620
BAZ1B,ENSG00000009954,81888
BAZ2A,ENSG00000076108,41318
BAZ2B,ENSG00000123636,301971
BBC3,ENSG00000105327,12198
BBIP1,ENSG00000214413,20472
BBOX1,ENSG00000129151,87113
BBS1,ENSG00000174483,23025
BBS10,ENSG00000179941,3964
BBS12,ENSG00000181004,12241
BBS2,ENSG00000125124,117028
BBS4,ENSG00000140463,55821
BBS5,ENSG00000163093,27176
BBS7,ENSG00000138686,46166
BBS9,ENSG00000122507,767624
BBX,ENSG00000114439,288404
BCAM,ENSG00000187244,12352
BCAN,ENSG00000132692,18143
BCAP29,ENSG00000075790,49214
BCAP31,ENSG00000185825,27952
BCAR1,ENSG00000050820,39873
BCAR3,ENSG00000137936,285748
BCAS1,ENSG00000064787,133865
BCAS2,ENSG00000116752,14097
BCAS3,ENSG00000141376,715386
BCAS4,ENSG00000124243,82285
BCAT1,ENSG00000060982,139533
BCAT2,ENSG00000105552,15996
BCCIP,ENSG00000107949,30171
BCDIN3D,ENSG00000186666,7064
BCHE,ENSG00000114200,64559
BCKDHA,ENSG00000248098,27213
BCKDHB,ENSG00000083123,244436
BCKDK,ENSG00000103507,6685
BCL10,ENSG00000142867,10857
BCL11A,ENSG00000119866,103948
BCL11B,ENSG00000127152,102911
BCL2,ENSG00000171791,196783
BCL2A1,ENSG00000140379,10305
BCL2L1,ENSG00000171552,59538
BCL2L10,ENSG00000137875,3513
BCL2L11,ENSG00000153094,49067
BCL2L12,ENSG00000126453,9295
BCL2L13,ENSG00000099968,102008
BCL2L14,ENSG00000121380,161241
BCL2L15,ENSG00000188761,10766
BCL2L2,ENSG00000129473,14280
BCL2L2-PABPN1,ENSG00000258643,19343
BCL3,ENSG00000069399,12340
BCL6,ENSG00000113916,24349
BCL6B,ENSG00000161940,7241
BCL7A,ENSG00000110987,42623
BCL7B,ENSG00000106635,21345
BCL7C,ENSG00000099385,60677
BCL9,ENSG00000116128,84716
BCL9L,ENSG00000186174,32052
BCLAF1,ENSG00000029363,33225
BCO1,ENSG00000135697,52651
BCO2,ENSG00000197580,50406
BCOR,ENSG00000183337,127515
BCORL1,ENSG00000085185,76965
BCR,ENSG00000186716,138334
BCS1L,ENSG00000074582,4703
BDH1,ENSG00000161267,63607
BDH2,ENSG00000164039,22289
BDKRB1,ENSG00000100739,12786
BDKRB2,ENSG00000168398,39936
BDNF,ENSG00000176697,67166
BDP1,ENSG00000145734,112170
BEAN1,ENSG00000166546,66235
BECN1,ENSG00000126581,23481
BECN2,ENSG00000196289,1296
BEGAIN,ENSG00000183092,50271
BEND2,ENSG00000177324,57956
BEND3,ENSG00000178409,51097
BEND4,ENSG00000188848,42026
BEND5,ENSG00000162373,49451
BEND6,ENSG00000151917,72909
BEND7,ENSG00000165626,90754
BEST1,ENSG00000167995,15453
BEST2,ENSG00000039987,6757
BEST3,ENSG00000127325,56117
BEST4,ENSG00000142959,9715
BET1,ENSG00000105829,41621
BET1L,ENSG00000177951,39616
BEX1,ENSG00000133169,1698
BEX2,ENSG00000133134,1954
BEX4,ENSG00000102409,2179
BEX5,ENSG00000184515,2554
BFAR,ENSG00000103429,36408
BFSP1,ENSG00000125864,75316
BFSP2,ENSG00000170819,75167
BGLAP,ENSG00000242252,1134
BGN,ENSG00000182492,21646
BHLHA15,ENSG00000180535,4019
BHLHA9,ENSG00000205899,1372
BHLHB9,,
BHLHE22,ENSG00000180828,3263
BHLHE23,ENSG00000125533,1109
BHLHE40,ENSG00000134107,6609
BHLHE41,ENSG00000123095,5008
BHMT,ENSG00000145692,20483
BHMT2,ENSG00000132840,20434
BICC1,ENSG00000122870,318564
BICD1,ENSG00000151746,276817
BICD2,ENSG00000185963,53471
BID,ENSG00000015475,40633
BIK,ENSG00000100290,18965
BIN1,ENSG00000136717,59540
BIN2,ENSG00000110934,43631
BIN3,ENSG00000147439,48731
BIRC2,ENSG00000110330,31473
BIRC3,ENSG00000023445,21920
BIRC5,ENSG00000089685,11451
BIRC6,ENSG00000115760,262549
